plateifu,log(N/Ha),log(O/Hb),avg_emline_sew_peak_ha_6564
8563-6101,-0.294612375,-0.043791333,3.757327318
8563-6102,-0.626894314,-0.014695183,24.93151426
8563-6103,-0.559597,-0.105101264,5.630244851
8563-6104,-0.376703127,-0.501516395,25.07182074
8563-9101,-0.597042969,-0.184229374,0.652339677
8563-9102,-0.667703804,0.025774443,11.80711436
8564-12701,-0.426768477,-0.53046565,12.80434895
8564-12702,-0.395609272,-0.577205002,5.077412844
8564-12703,-0.464802049,-0.272485938,9.572983265
8564-12704,0.274878342,0.340224894,2.764216065
8564-12705,-0.119276483,0.221411044,23.86933708
8564-1901,-0.749543041,0.063895583,34.89653301
8564-1902,-0.374179523,-0.139412051,2.207360148
8564-3701,-0.74242133,0.115525311,67.37606812
8564-3702,-0.425017137,-0.480502931,11.11671615
8564-3703,-0.045554088,0.033877565,0.131959384
8564-3704,0.283815202,0.171915917,32.4332428
8564-6101,-0.091657026,-1.081191469,0.246944785
8564-6102,-0.41325364,-0.503095513,3.712531745
8564-6103,-0.4767513,-0.146431086,5.568258762
8564-6104,-0.936964951,0.264853247,25.01860905
8564-9101,-0.624733194,-0.146473529,12.60445929
8564-9102,-0.163563898,0.035871742,4.808842301
8565-12701,-1.39614633,-1.35402278,23.2305541
8565-12702,0.025897254,0.183980179,3.325485229
8565-12703,-0.771802504,0.151504078,12.2194984
8565-12704,-0.609144956,-0.093977118,4.517251194
8565-12705,-0.447190921,-0.414570549,7.060593843
8565-1902,-0.137563465,-0.350303073,67.64957237
8565-3701,-0.384282965,-0.521337207,19.06924295
8565-3702,-0.68938761,0.206223525,0.930552468
8565-3703,-0.042500066,1.046744033,79.32367706
8565-3704,-0.83008385,0.253706959,39.34201431
8565-6101,-0.32994183,0.180400243,6.306344032
8565-6102,-0.534057784,-0.199263957,13.17291856
8565-6103,-0.340592801,-0.41646017,6.993870735
8565-6104,-1.002842877,0.429084969,134.9494705
8565-9101,-0.637603209,-0.05677569,7.333474517
8565-9102,-0.549960759,-0.184618054,41.36731434
8566-12701,0.146553331,0.261817041,0.922735393
8566-12702,-0.459723681,-0.278786232,24.54288435
8566-12703,-0.431000859,-0.413417343,4.424510479
8566-12704,-0.405086635,-0.591658132,25.17145395
8566-12705,-0.500573161,-0.80994877,14.71696258
8566-1901,0.212158789,-0.125544089,1.907709926
8566-1902,-0.881949068,-0.120422062,0.383019783
8566-3701,-0.430849108,-0.254265931,9.215622902
8566-3702,-0.070270201,0.133704732,4.470230341
8566-3703,-0.48432503,-0.200577322,45.0997057
8566-3704,-0.826613376,0.445690268,148.8524323
8566-6101,0.351894068,0.296504102,1.033134356
8566-6102,0.200405932,0.421780824,5.171562135
8566-6103,-0.808511198,0.23225217,63.71426487
8566-6104,-0.133984913,0.026369117,1.460503161
8566-9101,0.020752602,0.011596851,6.868097305
8566-9102,0.398936405,0.229348765,34.45959187
8567-12701,-0.49047706,-0.782458463,58.12928677
8567-12702,-0.320122578,0.215442047,1.906824082
8567-12703,-0.414260952,-0.32792435,8.022148132
8567-12704,-0.400024634,-0.270082293,3.986098528
8567-12705,0.243733839,0.432176984,1.506916821
8567-1901,-0.334580135,0.940685786,0.857641369
8567-1902,-0.406161451,-0.32615827,11.29837799
8567-3701,-0.382133471,-0.36697452,13.06865931
8567-3702,0.172094797,0.216739851,2.057865173
8567-3703,-0.164432344,0.142163301,2.937279582
8567-3704,0.116213722,0.471960618,1.660650283
8567-6101,-0.307159928,-0.364655637,8.05303371
8567-6102,-0.858184637,0.243184259,14.97601271
8567-6103,-0.366564814,-0.641492911,71.87356758
8567-6104,-0.016513583,0.595438198,0.603813986
8567-9101,-0.779082144,0.138291667,8.234360576
8567-9102,-0.387194505,-0.46690119,10.06876063
8568-12701,0.065744491,-0.132947954,0.774211019
8568-12702,-0.441994034,-0.398604082,22.90858936
8568-12703,-0.421666292,-0.797757784,5.154504061
8568-12704,-0.002435222,-0.064076985,3.982965767
8568-12705,-0.437339771,-0.537352093,14.32363963
8568-1901,0.240225596,0.248922842,8.027050257
8568-1902,-0.062952864,0.008517102,1.599176884
8568-3701,-0.079945491,0.156405384,1.364776313
8568-3703,-0.772237716,0.258887159,148.989769
8568-3704,-0.351362901,-0.420027657,33.34598637
8568-6101,-0.30272464,-0.348343927,27.67366266
8568-6102,0.112519974,1.093616058,1.328380346
8568-6103,-0.440416545,-0.389631862,20.03299379
8568-6104,0.195977195,0.351430859,3.265167177
8568-9101,-0.135562533,-0.178888633,46.62345505
8568-9102,-0.263679715,0.206502726,0.854608193
8588-12701,-0.059819884,0.257958783,2.986001253
8588-12702,-0.511494377,-0.444026252,29.32500219
8588-12703,-0.481248376,-0.511619218,8.935638905
8588-12704,0.056369247,0.735468444,29.09575796
8588-12705,-0.451339124,-0.580165089,71.28017807
8588-1901,-0.381545116,-0.325400134,24.58659077
8588-1902,0.199457936,1.354710942,3.734679699
8588-3701,0.141906617,0.236240281,1.531310469
8588-3702,-0.035462159,0.285185237,25.13577843
8588-3703,-0.511016262,-0.400390697,33.25201321
8588-3704,0.216555138,0.760790429,2.307070017
8588-6101,-0.163367621,-0.129318784,57.00210571
8588-6103,-0.309796253,-0.563823591,1.84801966
8588-6104,0.019036949,0.306704545,4.401061654
8588-9101,-0.051716563,0.10181998,8.568201065
8588-9102,-0.280395841,-0.438228641,11.38472104
8589-12701,-0.577126813,-0.308259797,16.40358543
8589-12702,-0.393484672,-0.34136714,8.506829739
8589-12703,-0.500429217,-0.262314834,8.985114336
8589-12704,-0.499812922,-0.530547872,21.37146425
8589-12705,0.12425317,0.426046395,4.522772193
8589-1901,-0.490303955,0.35998065,1.592796385
8589-1902,-0.02928905,-0.034381704,18.98922014
8589-3701,-0.171889825,0.331845625,2.388664424
8589-3702,0.017320214,0.23572489,5.741347432
8589-3703,0.013197381,-1.126756994,1.375513196
8589-3704,-0.372350159,0.648843836,7.89869082
8589-6101,-0.161833545,0.69833532,0.501945287
8589-6102,0.160643927,-0.027480525,2.184841573
8589-6103,-0.078231748,0.587136757,1.348593324
8589-6104,-0.546187798,-0.410425973,2.728101552
8589-9101,-0.370818154,-0.577014611,9.005582809
8589-9102,-0.353937907,-0.458392098,2.640198231
8591-12701,-0.601498689,-0.199962663,9.250615358
8591-12702,-0.540423245,-0.229327522,9.983555317
8591-12703,-0.244900508,0.100131219,2.234024942
8591-12704,-0.440203865,-0.027723155,1.253344804
8591-12705,-0.269269818,-0.328014262,15.87410378
8591-1901,-0.67786673,-0.350666734,1.141235083
8591-1902,0.524853714,0.033679209,0.261272331
8591-3701,0.218849918,0.080150904,1.749285996
8591-3702,-0.115143951,0.509409846,0.692006961
8591-3703,-0.560248774,-0.032597232,9.949016094
8591-3704,-0.556117235,0.398978291,0.605824331
8591-6101,0.092069629,0.048539886,4.583671808
8591-6102,0.45207549,0.267477199,2.822822511
8591-6103,-0.159492112,-0.227844121,0.809173375
8591-6104,-0.058171712,0.144109633,5.729768395
8591-9101,0.051859279,0.318300855,10.83268404
8591-9102,-0.395264379,-0.614353266,5.133484125
8592-12701,-0.862114969,0.296959759,15.42111874
8592-12702,-0.505991169,-0.246204883,8.27836442
8592-12703,0.417144397,0.130964636,0.584315434
8592-12704,-0.065246637,0.914013412,1.60041827
8592-12705,-0.271436106,0.017336413,0.296881534
8592-1901,0.256812136,0.084274942,0.646194557
8592-1902,-0.550013729,-0.021280454,3.417767227
8592-3701,0.038487715,0.135682782,2.857912719
8592-3702,-0.516997257,-0.073638255,60.48154926
8592-3703,-0.40318914,-0.648650404,37.90854073
8592-3704,-0.562504555,-0.099803651,17.01414871
8592-6101,-0.422327114,-0.65688138,71.47039986
8592-6102,-0.054198083,0.070223433,11.14398003
8592-6103,0.26927169,2.508027281,0.229886974
8592-6104,-0.463714582,-0.05750336,8.248498917
8592-9101,-0.401124427,-0.517638553,12.14437509
8592-9102,-0.067213204,0.171034855,1.146185239
8593-12701,-0.222503536,-0.187961883,11.51699734
8593-12702,-0.491818783,-0.227046956,8.433310628
8593-12703,-0.302074858,-0.226419715,7.715596437
8593-12704,-0.15937737,-0.266562722,21.57164955
8593-12705,0.102753476,0.504407315,92.47375298
8593-1901,-0.4817642,-0.071961568,17.04836702
8593-1902,0.105869893,0.403552773,2.089182824
8593-3701,0.249653239,0.173161447,1.553086221
8593-3702,0.24462747,0.205410919,3.867366314
8593-3703,0.106540362,-0.016686685,36.81158638
8593-3704,0.209118148,-0.050541725,0.756763652
8593-6101,0.142799428,0.277172601,0.613144822
8593-6102,0.143002988,0.017280939,0.665798061
8593-6103,0.193927849,0.289168516,7.095629334
8593-6104,-0.14837103,-0.00846164,11.72016001
8593-9101,-2.383869169,-0.073442844,0.970607897
8593-9102,-0.868587629,0.233776045,7.464553595
8595-12701,-0.036838786,0.030917276,0.256203145
8595-12702,-0.42815943,-0.448075479,13.4124279
8595-12703,-0.462170971,-0.448408422,5.782169878
8595-12704,-0.142669712,0.072930557,8.284484386
8595-12705,-0.069843204,0.041812915,12.06174111
8595-1901,-0.246345516,0.477304466,0.60753566
8595-1902,-0.400707258,-0.143905637,43.47325611
8595-3702,-0.047896189,0.05985353,5.605269909
8595-3703,-0.120034108,-0.326632317,160.5699196
8595-3704,-0.343904922,-0.597030567,7.382552624
8595-6101,-0.04798596,-0.30257509,0.646293804
8595-6102,-0.391298148,-0.415144612,5.663420618
8595-6103,-0.468511992,-0.604321274,20.82882452
8595-6104,-0.380879146,-0.394925312,29.26254034
8595-9101,-0.08917878,-0.182268788,0.479506661
8595-9102,0.124526075,0.514797726,1.411623001
8596-12701,0.249475468,0.110350772,1.484531254
8596-12702,-0.107524802,0.411888773,26.35422087
8596-12703,-0.488636567,-0.145460209,6.317342162
8596-12704,0.370450382,0.303500965,6.211683154
8596-12705,-0.473053127,-0.2863796,4.447674513
8596-1902,-0.212611803,0.216400721,8.831984758
8596-3701,0.188154926,0.290113356,181.5341034
8596-3702,-0.090432726,-0.065758455,4.5239923
8596-3703,-0.046861338,-0.274064789,0.668858409
8596-3704,0.393776194,0.683046493,3.200132549
8596-6101,0.112469413,0.269370208,12.39097023
8596-6102,-0.469105639,-0.616064391,37.49532413
8596-6103,-0.833755343,0.29038539,98.12948227
8596-6104,-0.220734269,-0.302276533,35.35737896
8596-9101,-0.530775786,-0.678311674,25.0992322
8596-9102,0.292638644,0.174050027,1.14443633
8597-12701,-0.384619327,-1.134958183,4.331646204
8597-12702,0.217725773,0.297780189,7.999049067
8597-12703,0.025499126,0.265553803,8.691510916
8597-12704,0.148998327,0.388531259,2.937619805
8597-12705,-0.480444106,-0.491979208,10.60281301
8597-1901,-0.443298842,-0.142700504,24.52089977
8597-1902,-0.055606931,-0.057047401,1.180131957
8597-3701,0.202694959,-0.164058618,0.527044713
8597-3702,-0.50338115,-0.836385875,6.117006183
8597-3703,0.119026445,0.029857478,40.44175625
8597-3704,0.139726659,0.149780724,8.330042839
8597-6101,-0.151827505,-0.334297256,0.337419569
8597-6102,0.1690504,0.335002366,0.778060481
8597-6103,-0.479335508,-0.740498278,37.25428677
8597-6104,-0.684737078,0.002664697,25.53035641
8597-9101,0.303830894,0.346118032,2.573356032
8597-9102,-0.488137708,-0.470939275,15.80889821
8598-12701,-0.343515471,-0.289264958,14.86128378
8598-12702,-0.313290309,-0.298187912,15.62909889
8598-12703,0.31306616,0.212517893,1.135473192
8598-12704,-0.833619617,0.297478482,30.87609053
8598-12705,-0.296298389,-0.398219586,2.48260659
8598-1901,-0.518685314,-0.458529536,4.92077136
8598-1902,-0.087504922,1.690157539,1.730178893
8598-3701,0.036552345,0.396451985,2.711066067
8598-3702,-0.726832754,0.212976987,42.40321827
8598-3703,-0.575921429,-0.164938525,19.88161945
8598-3704,0.089632431,-0.030915115,0.220397249
8598-6101,0.187907118,-0.042285565,1.208616883
8598-6102,-0.22849279,-0.459139684,1.068846544
8598-6103,-0.533036756,-0.189500926,9.583910704
8598-6104,0.193168543,0.492525806,2.449579746
8598-9101,0.135692795,0.317042651,1.307217836
8598-9102,-0.104246239,0.393746767,22.92736626
8600-12701,-0.348062758,-0.581464687,19.42081881
8600-12702,-0.1401147,0.491860975,5.831866384
8600-12703,0.240444409,0.097918638,1.72092092
8600-12704,-0.519472526,-0.50082684,29.00361633
8600-12705,-0.453849214,-0.649629941,3.818366468
8600-1901,-0.572747115,-0.151559031,126.6008949
8600-1902,-0.153473852,0.44702903,3.00843811
8600-3701,-0.554414914,-0.143541986,3.34318012
8600-3702,-1.255897513,0.166639677,1.71437788
8600-3703,0.128492016,0.419333094,5.745437384
8600-3704,-0.391712621,-0.5977699,74.54771423
8600-6101,0.282379225,0.363121828,0.734627217
8600-6102,-0.299900178,-0.315945581,3.824775755
8600-6103,0.083553028,0.497050046,1.601968497
8600-6104,-0.456805001,-0.275950734,28.21774626
8600-9101,0.149446788,-0.051756578,0.71894756
8600-9102,-0.071129848,-0.013663794,0.459695617
8601-12701,-0.047247117,0.267380914,4.251285076
8601-12702,-0.451033086,-0.563644835,11.98823047
8601-12703,0.932925484,-0.596412072,18.39139938
8601-12704,-0.6409976,-0.295730562,0.795910319
8601-12705,-0.071599389,0.483642909,7.860865116
8601-1901,0.097097821,-0.244192371,1.261374116
8601-1902,-0.095417759,0.284201235,2.834612787
8601-3702,0.07406922,0.046277095,3.540543258
8601-3703,-0.947853375,0.344135428,23.12924814
8601-3704,-0.377934386,-0.967283325,2.146762311
8601-6101,0.21101436,0.177249229,2.384892792
8601-6102,-0.251601586,-0.268091213,0.814366743
8601-6103,-0.13475719,-0.115628659,17.7283721
8601-6104,0.227773633,0.507229875,5.952585697
8601-9101,-0.384880263,-0.367573718,7.587745428
8601-9102,-0.043290167,-0.212230333,2.623462359
8602-12701,0.280450282,0.319350402,30.10865068
8602-12702,-0.35625952,-0.093398063,5.252542973
8602-12703,1.120340873,0.1143113,0.368532926
8602-12704,-0.012944756,0.2062104,1.984323323
8602-12705,0.126971158,0.351745562,4.303118408
8602-1901,-0.000738785,0.00334729,4.073695719
8602-1902,0.170919456,0.228468272,0.348239973
8602-3701,-0.357721415,-0.512399018,16.95936155
8602-3702,0.030980174,-0.113564301,0.137320809
8602-3703,-0.009560609,-0.255910884,0.193645976
8602-3704,0.267181669,-0.585182656,0.16443412
8602-6101,-0.273749473,-0.177535441,2.091517329
8602-6102,-0.542848286,-0.462251584,17.35424042
8602-6103,-0.449143256,-0.569964248,5.757979155
8602-6104,-0.305132217,-0.109173816,13.05662012
8602-9101,-0.484974031,-0.339084678,18.892694
8602-9102,0.080814328,0.211283827,1.552405208
8603-12701,0.247159642,0.189497591,1.222036511
8603-12702,0.142145006,0.175399825,1.604135513
8603-12703,-0.111665466,-0.022198559,3.188994825
8603-12704,-0.458000039,-0.770254448,35.78483009
8603-12705,0.028153271,0.518406437,0.671279006
8603-1901,0.02394955,-0.062361011,1.018524244
8603-1902,-0.081965117,0.194415073,1.102647707
8603-3701,0.146379821,-0.076325921,1.605223089
8603-3702,0.164057214,-0.197857144,1.374224365
8603-3703,0.228654389,0.190575156,1.592761725
8603-3704,-0.008499105,0.16988295,2.176075518
8603-6101,0.280351446,0.052489411,19.59193039
8603-6102,-0.127330928,-0.113239371,0.53503412
8603-6103,-0.488549234,-0.612490463,33.36539268
8603-6104,-0.072495359,0.27209285,3.136082113
8603-9101,-0.055942294,0.080016769,1.983102739
8603-9102,-0.324386437,-0.408060802,19.32972813
8604-12701,0.143341453,0.58459334,3.099735796
8604-12702,-0.323983944,-0.49751576,50.6991806
8604-12703,0.261709998,0.587613266,5.160701275
8604-12704,-0.524607889,-0.649232013,42.71595287
8604-12705,0.014689409,0.253919568,2.153975934
8604-1901,0.160616609,-0.030162728,0.942752421
8604-1902,0.364887379,0.343088265,0.458599456
8604-3701,-0.099580946,-0.102470799,0.437224398
8604-3702,-0.37852068,-0.242884813,5.341560602
8604-3703,-0.120429416,0.223623762,2.637913287
8604-3704,0.621208017,-0.29147341,0.463557385
8604-6101,-0.564972804,-0.030658526,13.39520979
8604-6102,0.133464118,0.270598431,6.532958269
8604-6103,0.187608836,0.393537216,2.384781092
8604-6104,0.206370151,0.07173163,4.537001848
8604-9101,-0.430092988,0.021321863,0.601995031
8604-9102,-0.640675012,-0.046155042,131.882019
8606-12701,0.266532168,0.596895141,8.572142363
8606-12702,-0.041876951,0.377528954,0.217958346
8606-12703,0.312799824,0.047474382,0.516876929
8606-12704,-0.807726927,0.248001671,0.834851881
8606-12705,-0.483990583,-0.57379126,14.21276736
8606-1901,-0.578683142,-0.263553369,2.871124029
8606-1902,-0.580075932,-0.151041828,1.999308571
8606-3701,0.237176738,0.313964997,6.201004744
8606-3702,0.054975641,0.217174609,2.964600682
8606-3703,-0.324702427,-0.351394287,20.11798429
8606-3704,-0.281019569,-0.146462932,1.0653826
8606-6101,-0.464085581,-0.503563257,13.61698413
8606-6102,-0.29443712,-0.045619781,0.90745233
8606-6103,-0.150280135,-0.112326857,3.642653763
8606-6104,0.24474259,-0.154206957,0.876405279
8606-9101,-0.759831818,-0.094652836,0.654327244
8606-9102,-0.669298394,0.069098402,101.8018436
8610-12701,-0.171003487,-0.188157152,3.115051389
8610-12702,-0.145327769,-0.195765832,5.759398699
8610-12703,-0.155328569,-0.276317805,46.6347332
8610-12704,-0.889113945,0.32989237,7.564787507
8610-12705,-0.267220364,0.159352726,0.31537674
8610-1901,-0.745724112,0.171263147,27.49602509
8610-1902,0.203414221,0.123116511,1.2118797
8610-3701,-0.570794005,0.10986854,29.5806675
8610-3702,-0.425895977,-0.539785868,26.49132252
8610-3703,-0.69139354,0.185135738,61.99019432
8610-3704,-0.332402084,-0.182352656,17.17029715
8610-6101,-0.352670905,-0.236630257,13.04855275
8610-6102,-0.498238016,-0.297555437,27.62221384
8610-6103,-0.482392303,-0.439996336,6.969567776
8610-6104,-0.377328939,-0.101491748,0.631974638
8610-9101,-0.312089311,0.249530843,0.655190453
8610-9102,-1.134417159,-0.03276324,1.089886114
8611-12701,-0.469421817,-0.399395556,23.66560268
8611-12702,-0.266076663,0.01288727,15.35934162
8611-12703,-0.120421526,0.039776952,14.91124821
8611-12704,-0.356318471,-0.490818589,28.60736275
8611-12705,-0.716842107,-0.084291544,11.54371822
8611-1901,-0.336567691,-0.152671337,0.644117773
8611-1902,-0.014091924,0.619275383,1.081468642
8611-3701,0.220801552,0.35723781,3.45319432
8611-3702,-0.309846865,-0.459510996,68.72827911
8611-3703,0.616239419,0.138147532,0.345682122
8611-3704,-0.124968983,0.334442827,11.17778778
8611-6101,0.024551038,0.184151388,7.61749649
8611-6102,-0.444077498,-0.599382846,10.81304049
8611-6103,-0.442304996,-0.601252486,16.66416931
8611-6104,-1.369464935,0.651637935,27.32092237
8611-9101,-0.057766224,0.176456076,2.494667947
8611-9102,-0.237848206,-0.265262551,20.20775557
8612-12701,-0.635223188,-0.01306569,3.114759684
8612-12702,0.04155184,0.432550269,8.858710766
8612-12703,-0.593767527,-0.136947669,24.19806623
8612-12704,0.041419413,1.01391312,89.31625938
8612-12705,-0.20805856,0.208283779,16.4721489
8612-1901,0.262322506,-0.494967967,35.14689827
8612-1902,-0.414429805,0.122587059,16.62622643
8612-3701,0.033239446,0.406807819,2.952819467
8612-3702,0.377159723,0.331291775,0.125263784
8612-3703,0.469342658,0.478906334,0.553642198
8612-3704,-0.039752489,0.072242265,94.69862556
8612-6101,0.27335226,0.254286748,5.363152266
8612-6102,0.028426818,0.112855718,3.026917934
8612-6103,-0.373445997,0.102120032,0.792660706
8612-6104,-0.136891713,-0.067726297,27.8198061
8612-9101,-0.526436882,-0.502980741,45.64073753
8612-9102,-0.292507277,-0.299122154,1.526832879
8613-12701,-0.490530327,-0.830739442,19.51194572
8613-12702,0.044918971,0.37058425,6.426496387
8613-12703,-0.494667407,-0.156455063,100.6569557
8613-12704,0.020291071,0.41010728,0.442473181
8613-12705,-0.122058992,-0.262440535,0.799676776
8613-1901,-0.093204684,0.494216805,1.457872033
8613-1902,-0.394583459,0.024234614,25.56195068
8613-3701,-0.013122105,0.338945349,2.105832011
8613-3702,0.15723715,-0.014350283,1.489015281
8613-3703,-0.101139872,0.424920857,1.471958548
