plateifu,Classification,log(N/Ha),log(O/Hb)
8135-12701,AGN,0.297147609,0.288399984
8135-12702,Unclassified,-0.379819739,-0.40626096
8135-12703,Unclassified,-0.278608867,-0.169173816
8135-12704,Unclassified,-0.128056742,0.024787186
8135-12705,SFG,-0.435094991,-0.217311478
8135-1901,SFG,-0.383834156,-0.680953427
8135-1902,AGN,-0.01790139,-0.007994305
8135-3701,Passive,-0.016165128,0.288269883
8135-3702,Unclassified,-0.54308278,-0.177201036
8135-3703,Passive,-0.267640344,0.11739837
8135-3704,SFG,-0.562296141,-0.265711945
8135-6101,SFG,-0.66618544,-0.035284489
8135-6102,Passive,0.065397251,0.247836441
8135-6103,Unclassified,0.16713937,0.364548564
8135-6104,Passive,-0.069348256,0.340668096
8135-9101,Passive,0.210439792,0.139978726
8135-9102,SFG,-0.456473412,-0.569437632
8137-12701,Unclassified,-0.493296036,-0.431694925
8137-12702,SFG,-0.447633564,-0.52974204
8137-12703,SFG,-0.153536603,-0.143971034
8137-12704,Unclassified,-0.433324247,-0.402591961
8137-12705,SFG,-0.550791613,-0.322959761
8137-1901,SFG,-0.173303819,0.13227739
8137-1902,Passive,-0.29493625,0.309435285
8137-3701,Passive,0.177084885,0.234237842
8137-3702,AGN,0.144945057,0.78054911
8137-3703,Unclassified,0.203191106,0.682581121
8137-3704,SFG,-0.432048247,-0.353555775
8137-6101,Passive,0.287063517,0.258767334
8137-6102,Passive,-0.195865761,-0.010744023
8137-6103,Passive,0.242301782,0.13230887
8137-6104,Passive,0.182797653,0.103749415
8137-9101,Passive,0.227046286,0.205596447
8137-9102,SFG,-0.350268776,-0.376805416
8138-12701,SFG,-0.504153431,-0.473153392
8138-12702,SFG,-0.415953881,-0.331519201
8138-12704,SFG,-0.19803642,-0.086178924
8138-12705,Unclassified,-0.255255049,-0.19422427
8138-1901,SFG,-0.519016593,-0.211895384
8138-3701,SFG,-0.360719594,-0.229903153
8138-3702,Unclassified,0.158170359,0.314213973
8138-3703,Passive,-0.088066077,-0.359600529
8138-3704,SFG,-0.416751675,-0.70950075
8138-6101,SFG,-0.269482824,0.231442295
8138-6102,SFG,-0.060680694,0.032419067
8138-6103,SFG,-0.372025096,-0.394924944
8138-6104,SFG,-0.564765447,-0.221246866
8138-9101,Unclassified,-0.07210888,0.187177347
8138-9102,SFG,-0.230810146,-0.38585578
8139-12701,Unclassified,-0.673018583,-0.071400913
8139-12702,SFG,-0.899169865,0.357203816
8139-12703,Unclassified,-1.147860511,0.063548391
8139-12704,SFG,-0.893624541,0.14916833
8139-12705,SFG,-0.194399675,-0.312686763
8139-1901,Passive,-0.52536904,-0.220336416
8139-1902,SFG,-0.456765318,-0.62001251
8139-3701,Passive,0.082470107,-0.219296457
8139-3702,SFG,-0.851728746,-0.180924011
8139-3703,SFG,-0.655345298,-0.017319836
8139-3704,AGN,-0.018215127,-0.005370138
8139-6101,Unclassified,0.061257914,0.280372797
8139-6102,Passive,0.001765848,-0.881307442
8139-6103,SFG,-0.740915583,0.041262658
8139-6104,Passive,0.235813203,0.468723233
8139-9101,SFG,-0.713794828,0.031519976
8139-9102,Unclassified,0.104541145,-0.005274408
8140-12701,Passive,-0.652828342,-0.039235537
8140-12702,SFG,-0.407657917,-0.385324515
8140-12703,AGN,0.028780203,0.238994234
8140-12704,SFG,-0.559526207,-0.173653501
8140-12705,SFG,-0.559663643,-0.274160465
8140-1901,Passive,-0.215197346,0.386475444
8140-1902,SFG,-0.423724943,-0.605326337
8140-3701,SFG,-0.439972843,-0.527938121
8140-3702,Unclassified,-0.000754683,0.1712321
8140-3703,Passive,-1.67927444,-0.929253435
8140-3704,Passive,0.154937256,0.408346528
8140-6101,Passive,-0.025608307,0.13441638
8140-6102,SFG,-0.453473793,-0.463249384
8140-6103,Unclassified,0.168650254,0.32880046
8140-6104,SFG,-0.540276671,-0.157150305
8140-9101,SFG,-0.644787311,-0.147092895
8140-9102,Passive,0.278409389,0.278003521
8141-12701,SFG,-0.259612583,-0.422620878
8141-12702,SFG,-0.453016497,-0.600736888
8141-12703,Unclassified,-0.083007716,0.078076562
8141-12704,SFG,-0.320852298,-0.184821655
8141-12705,Passive,-0.127921308,0.066492981
8141-1901,AGN,-0.102609483,0.761643881
8141-1902,Passive,0.127194956,-0.378706289
8141-3701,SFG,-0.136749814,-0.090858284
8141-3702,SFG,-0.41169229,-0.235426626
8141-3703,Passive,-0.044788916,0.055508797
8141-3704,Passive,0.101968103,0.384520398
8141-6101,Passive,0.089140348,0.2614767
8141-6102,AGN,-0.030467248,0.237428895
8141-6103,SFG,-0.070431328,0.060532005
8141-6104,Passive,0.093978689,-0.464462432
8141-9101,Passive,0.054657663,0.215154969
8141-9102,SFG,-0.487746119,-0.437859193
8143-12701,Passive,-0.297506364,-0.79422745
8143-12702,SFG,-0.410041825,-0.521145968
8143-12703,SFG,-0.632217179,-0.166771271
8143-12704,AGN,-0.01818402,0.067275286
8143-12705,Unclassified,-0.358936009,-0.352969673
8143-1901,AGN,-0.14545298,0.211755657
8143-1902,Passive,-0.628776536,0.191730419
8143-3701,Passive,-0.267376874,0.718575988
8143-3702,Unclassified,-0.06245158,0.163856264
8143-3703,Unclassified,-0.275646426,-0.030809555
8143-3704,Unclassified,-0.431624517,0.208850077
8143-6101,AGN,0.278454129,0.790214996
8143-6102,SFG,-0.630109606,-0.099674029
8143-6103,Unclassified,0.237846005,0.222228688
8143-6104,SFG,-0.11001882,-0.099505817
8143-9101,Passive,-0.317078465,-0.007616751
8143-9102,SFG,-0.4471144,-0.726006745
8144-1901,Passive,-0.018076796,-0.346069251
8146-12703,Passive,0.163172331,0.757428336
8150-12701,SFG,-0.463515755,-0.361721527
8150-12702,Unclassified,-0.852526956,-0.077539779
8150-12703,Passive,-0.524265123,-0.215593805
8150-12704,Unclassified,-0.275766679,0.08726756
8150-12705,SFG,-0.71522114,-0.028661168
8150-1901,Passive,0.131333389,0.109475153
8150-1902,SFG,-0.417808575,-0.714091879
8150-3701,SFG,-1.294057558,0.336732376
8150-3702,SFG,-0.739314786,0.188635832
8150-3703,Passive,-0.423958297,-0.139832673
8150-3704,Passive,-0.148382926,0.2701765
8150-6101,SFG,-0.395782862,-0.513931094
8150-6102,Unclassified,0.025552075,0.557054038
8150-6103,SFG,-0.565508633,-0.324257465
8150-6104,AGN,0.110787531,0.231300248
8150-9101,Unclassified,-0.1032237,0.370074015
8150-9102,SFG,-0.327538121,-0.415045117
8152-12701,SFG,-0.505920657,-0.345519874
8152-12702,SFG,-1.114783097,0.193947423
8152-12703,Unclassified,-0.43284813,-0.312565021
8152-12704,SFG,-0.701044138,-0.16855974
8152-12705,SFG,-0.44972823,-0.309892731
8152-1901,SFG,-0.39810418,-0.501211835
8152-1902,Passive,0.023281472,-0.053726296
8152-3701,SFG,-0.689048325,0.015126006
8152-3702,Unclassified,-0.355634204,-0.319585939
8152-3703,SFG,-0.360030511,0.039477742
8152-3704,SFG,-0.75339328,0.24917544
8152-6101,Passive,-0.346334455,-0.353815261
8152-6102,AGN,0.004293457,0.202747782
8152-6103,AGN,-0.033772862,0.146274906
8152-6104,SFG,-0.100429639,-0.150135101
8152-9101,SFG,-0.338374241,-0.408666998
8152-9102,AGN,0.223463815,0.493106082
8239-12701,Passive,-0.159372597,0.107080789
8239-12702,Unclassified,-0.160634223,-0.073933784
8239-12703,Unclassified,-1.076211791,0.014797834
8239-12704,SFG,-0.581558477,-0.160493153
8239-12705,SFG,-0.44722287,-0.841544411
8239-1901,SFG,-0.66727533,0.081629517
8239-1902,SFG,-0.473306906,-0.233959197
8239-3702,SFG,-0.71390194,-0.042827093
8239-3703,Passive,-1.006164565,0.063238848
8239-3704,SFG,-0.449826435,-0.545305975
8239-6101,SFG,-0.481588842,-0.461627481
8239-6102,Unclassified,-0.45817774,-0.263662936
8239-6103,Passive,0.100576295,0.215619584
8239-6104,Passive,-0.079901868,-0.539408295
8239-9101,SFG,-0.44516793,-0.530694097
8239-9102,Unclassified,-0.449382827,-0.305122913
8240-12701,SFG,-0.28372971,-0.309411286
8240-12702,Unclassified,-0.020480574,-0.107915991
8240-12703,Passive,0.229168844,-0.050248818
8240-12704,Passive,-0.082216839,0.559041941
8240-12705,SFG,-0.493946136,-0.345890334
8240-1901,Passive,-0.335257849,-0.132723476
8240-1902,Passive,-0.105642876,0.051047215
8240-3701,Unclassified,-0.124221331,0.187723793
8240-3702,SFG,-0.701147378,0.020139781
8240-3703,Passive,-0.038389327,0.068597279
8240-3704,Passive,-0.710823549,0.082729594
8240-6101,SFG,-0.441595102,-0.435785319
8240-6102,SFG,-0.625629619,-0.163124921
8240-6103,SFG,-0.449300152,-0.462849276
8240-6104,SFG,-0.383368268,-0.347486306
8240-9101,SFG,-0.483012988,-0.302446561
8240-9102,Passive,-0.233636079,0.038501339
8243-12701,AGN,0.089183997,0.417193534
8243-12702,Unclassified,-0.658199426,-0.012926399
8243-12703,Passive,-0.570557852,-0.235885769
8243-12704,SFG,-0.364560644,-0.396066828
8243-12705,Unclassified,-0.59329098,-0.278602481
8243-1901,SFG,-0.420595297,-0.617634234
8243-1902,Passive,-0.039778521,1.878233973
8243-3701,Passive,-0.391329789,-0.220941131
8243-3702,Passive,0.227860295,0.528969419
8243-3703,Passive,-0.015557424,-0.157356661
8243-3704,Passive,-0.02754613,-0.111118267
8243-6101,Passive,0.162978903,0.187181783
8243-6102,Unclassified,-0.255436824,-0.176283463
8243-6103,Passive,-0.165113872,0.264639755
8243-6104,SFG,-0.189620489,-0.125861145
8243-9101,SFG,-0.701189486,0.006866052
8243-9102,AGN,0.266102019,0.185462507
8244-12701,Passive,0.159145737,0.282949368
8244-12702,SFG,-0.431126128,-0.523458725
8244-12703,Unclassified,-0.651868774,-0.116459505
8244-12704,SFG,-0.325325629,-0.768431016
8244-12705,Passive,-0.38492339,-0.445255964
8244-1901,Passive,-0.486361365,-0.139094808
8244-1902,Passive,-0.254634792,-0.166126426
8244-3701,Unclassified,0.194587817,0.319058946
8244-3702,SFG,-0.319331304,-0.039057886
8244-3703,Passive,-0.332041146,1.075923425
8244-3704,Passive,0.361883391,0.133023286
8244-6101,SFG,-0.175630996,0.134942931
8244-6102,SFG,-0.308317278,-0.425383052
8244-6103,Passive,0.318020934,0.233847394
8244-6104,Passive,0.010234219,2.001125012
8244-9101,Unclassified,-0.240595347,-0.082360815
8244-9102,Passive,0.301188979,-0.372232662
8247-12701,SFG,-0.811650198,0.092257238
8247-12702,SFG,-0.48125716,-0.526442494
8247-12703,SFG,-0.358043462,-0.395432564
8247-12704,SFG,-0.378777527,-0.50087759
8247-12705,Unclassified,-0.39882892,-0.406425494
8247-1901,Unclassified,-0.175345614,0.073589499
8247-1902,Passive,0.285859428,-0.886469371
8247-3701,AGN,0.04717836,0.295695231
8247-3702,Passive,-0.160826236,-0.536468696
8247-3703,Passive,-0.073974702,0.250701511
8247-3704,Passive,-0.422456204,0.083607271
8247-6101,SFG,-0.084804259,0.064726377
8247-6102,Unclassified,-0.424070185,-0.441383228
8247-6103,AGN,0.048573668,0.291352093
8247-6104,SFG,-0.062982636,-0.10187667
8247-9101,SFG,-0.500071576,-0.811670105
8247-9102,Passive,0.334474365,-0.008918558
8249-12701,SFG,-0.676318693,0.027709611
8249-12702,Passive,-0.570638916,-0.34802738
8249-12703,SFG,-0.43020454,-0.509774047
8249-12704,Unclassified,0.077074316,0.391243161
8249-12705,Passive,-0.301752908,-0.100970196
8249-1901,SFG,-0.424116746,-0.157147245
8249-1902,Passive,-0.049913483,0.85480425
8249-3701,Passive,0.289667587,-0.774526856
8249-3702,SFG,-0.54274279,-0.093100135
8249-3703,SFG,-0.414150913,-0.409905991
8249-3704,AGN,-0.118877447,0.720638016
8249-6101,SFG,-0.311608886,-0.507253128
8249-6102,SFG,-0.435107285,-0.275209585
8249-6103,Unclassified,0.157340789,0.276753626
8249-6104,Passive,-0.000800811,0.227269009
8249-9101,Unclassified,-0.225139272,-0.167940633
8249-9102,Passive,0.096857857,-0.064614958
8250-12701,AGN,0.167255836,0.280450511
8250-12702,SFG,-0.450547972,-0.524412027
8250-12703,SFG,-0.904097488,0.250898182
8250-12704,SFG,-0.161926023,-0.397669501
8250-12705,SFG,-0.834319994,0.154103765
8250-1901,Passive,0.009379772,-1.405788066
8250-1902,AGN,-0.01811392,0.23405953
8250-3701,Passive,0.029699197,0.441897682
8250-3702,Passive,-0.303685116,-0.232897765
8250-3703,SFG,-0.573033851,-0.034660411
8250-3704,SFG,-0.408522183,-0.674084032
8250-6101,SFG,-0.407465992,-0.468477756
8250-6102,SFG,-0.363630878,-0.508422504
8250-6103,Unclassified,-0.317286644,-0.119786337
8250-6104,SFG,-0.327995026,-0.489158308
8250-9101,Unclassified,0.087719847,0.34682722
8250-9102,Passive,0.109742268,0.217686871
8252-12701,SFG,-1.335590519,0.469154311
8252-12702,Unclassified,0.157683469,0.307229481
8252-12703,SFG,-0.396254525,-0.513674524
8252-12704,SFG,-0.444310002,-0.311004333
8252-12705,Unclassified,-0.268316579,-0.694873858
8252-1901,Passive,0.12625696,0.657623581
8252-1902,SFG,-0.484191384,0.315789867
8252-3701,SFG,-0.136351389,-0.157205405
8252-3702,Passive,-0.007420944,-0.187936952
8252-3703,SFG,-0.525014091,-0.020505087
8252-3704,SFG,-0.174871424,-0.470947993
8252-6101,Unclassified,-0.378135508,-0.836581112
8252-6102,SFG,-0.445002096,-0.644525841
8252-6103,SFG,-0.174344277,-0.303044945
8252-6104,SFG,-0.36443826,-0.697024796
8252-9101,SFG,-0.349039877,-0.207589893
8252-9102,SFG,-0.552321739,-0.182145282
8253-12701,Unclassified,-0.447361286,-0.347117956
8253-12702,Unclassified,0.034154973,0.117804093
8253-12703,AGN,-0.104019629,0.193932231
8253-12704,SFG,-0.45531772,-0.506153629
8253-12705,Passive,-0.287531575,-0.412792974
8253-1901,AGN,0.132191308,0.250050619
8253-1902,Passive,-0.394557348,0.462209055
8253-3701,Passive,-0.166463807,-0.048796222
8253-3702,Unclassified,0.112648643,0.283063147
8253-3703,SFG,-0.456820674,-0.712449656
8253-3704,Passive,-0.343213698,0.263838489
8253-6101,SFG,-0.434722232,-0.678015858
8253-6102,Passive,0.012160394,-0.156624309
8253-6103,Passive,-0.250570253,0.141289832
8253-6104,Unclassified,0.15943731,0.220806107
8253-9101,Unclassified,0.167294223,0.170749369
8253-9102,SFG,-0.483069738,-0.496845658
8254-12701,SFG,-0.48543007,-0.572354746
8254-12702,SFG,-0.570118199,-0.143382764
8254-12703,SFG,-0.484026746,-0.250165896
8254-12704,SFG,-0.413038402,-0.560776011
8254-12705,Unclassified,0.089896289,0.626449044
8254-1901,SFG,-0.664287481,0.178947477
8254-1902,SFG,-0.384233131,-0.688404982
8254-3701,Passive,0.310824944,0.136735021
8254-3702,Passive,0.191736081,-0.22507183
8254-3703,Passive,-0.211470472,0.08419071
8254-3704,AGN,0.078573433,0.17192522
8254-6101,Passive,0.271124205,0.896883576
8254-6102,SFG,-0.377940938,-0.378350415
8254-6103,Passive,0.261182143,0.128013143
8254-6104,SFG,-0.496139061,-0.489158297
8254-9101,AGN,0.29548595,0.308871364
8254-9102,SFG,-0.465660303,-0.552065865
8255-12701,Unclassified,-0.342988951,-0.376022221
8255-12702,SFG,-0.391398876,-0.592592741
8255-12703,Passive,-0.218007001,-0.086133772
8255-12704,SFG,-0.401201487,-0.339083462
8255-12705,Passive,-0.215232216,0.228526158
8255-1901,AGN,0.009210197,0.119684653
8255-1902,Passive,-0.331928761,0.196269766
8255-3701,SFG,-0.711331744,0.15800776
8255-3702,Unclassified,-0.543595258,-0.104644665
8255-3703,Unclassified,-0.41288199,-0.743047213
8255-3704,Unclassified,-0.335357419,-0.120418141
8255-6101,AGN,0.07719709,0.430655361
8255-6102,SFG,-0.351635726,-0.536820403
8255-6103,Passive,0.070148722,-0.061896019
8255-6104,Unclassified,0.224409702,0.327629472
8255-9101,Passive,0.235921107,0.203637957
8255-9102,SFG,-0.478658606,-0.441127041
8256-12701,SFG,-0.49052752,-0.362579404
8256-12702,SFG,-0.814366594,0.095996722
8256-12703,Unclassified,-0.265278946,-0.205147577
8256-12704,AGN,0.079285101,0.7062428
8256-12705,Unclassified,0.139894752,0.161439977
8256-1901,Passive,-0.925702684,0.322779474
8256-1902,Passive,-0.744434261,0.196929376
8256-3701,Passive,0.157601261,0.138848881
8256-3702,Passive,-0.699427326,0.218536243
8256-3703,SFG,-0.146887141,-0.066063283
8256-3704,Passive,0.151767151,0.070021965
8256-6101,Passive,0.03715212,0.370518705
8256-6102,Unclassified,-0.444568481,-0.372602168
8256-6103,Passive,-0.062298059,0.063519525
8256-6104,Passive,0.136114016,0.486964164
8256-9101,Passive,-0.258346439,-0.185356183
8256-9102,SFG,-1.228622864,0.64646007
8257-12701,SFG,-0.221498449,-0.075080741
8257-12702,SFG,-0.588817526,-0.159064283
8257-12703,SFG,-0.396294941,-0.61956306
8257-12704,Passive,-0.13656328,-1.317324844
8257-12705,AGN,-0.09218564,0.176915327
8257-1902,AGN,-0.040647697,0.043031383
8257-3701,Unclassified,0.202055477,0.293666311
8257-3703,SFG,-0.191000511,-0.309589635
8257-3704,SFG,-0.948349458,0.351049196
8257-6101,AGN,-0.07083239,0.12855546
8257-6102,SFG,-0.476949459,-0.199667222
8257-6103,AGN,0.245184052,0.720256927
8257-9101,SFG,-0.457588297,-0.620286924
8257-9102,SFG,-0.327620979,-0.482907241
8258-12701,SFG,-0.452833768,-0.403062646
8258-12702,Unclassified,-0.556291652,-0.117494936
8258-12703,SFG,-0.275150526,-0.010828387
8258-12704,Unclassified,0.226812644,0.240549228
8258-12705,AGN,-0.067225307,0.058375403
8258-1901,SFG,-0.368889419,-0.10731687
8258-1902,SFG,-0.317001029,-0.262544715
8258-3701,SFG,-0.455590288,-0.391380441
8258-3702,SFG,-0.549077685,-0.119467882
8258-3703,Passive,-0.073010014,0.18641679
8258-3704,SFG,-0.535782114,-0.366473306
8258-6101,SFG,-0.756849676,0.128878469
8258-6102,AGN,0.160089689,0.186816489
8258-6103,Passive,0.464301325,0.188338357
8258-6104,Passive,0.069006946,0.308255349
8258-9101,SFG,-0.275152806,-0.413134186
8258-9102,SFG,-0.13949572,0.167060418
8259-12701,SFG,-0.754757123,-0.013106409
8259-12702,SFG,-0.379955587,-0.553780347
8259-12703,SFG,-0.585175929,-0.081512161
8259-12704,Passive,-0.409524558,-0.335652256
8259-12705,Passive,0.04521701,-0.753908651
8259-1901,Passive,0.195951983,0.184336161
8259-1902,SFG,-0.354849093,-0.696211846
8259-3701,Passive,-0.17012591,0.469234102
8259-3702,SFG,-0.260800423,-0.138950725
8259-3703,Passive,0.093078476,-0.339294214
8259-3704,SFG,-0.401028417,-0.594758391
8259-6101,SFG,-0.650146015,-0.036220408
8259-6102,Passive,-0.117279693,0.177980623
8259-6103,SFG,-0.209394995,-0.209057321
8259-6104,SFG,-0.519924243,-0.64145146
8259-9101,SFG,-1.086550024,0.429382491
8259-9102,Unclassified,0.035039849,0.172648101
8260-12701,SFG,-0.332487091,-0.369852762
8260-12702,SFG,-0.795177534,0.216852432
8260-12703,SFG,-0.429237345,-0.18926926
8260-12704,SFG,-0.510967125,-0.204320003
8260-12705,Unclassified,-0.68187106,0.051469884
8260-1901,AGN,-0.708802441,0.76203164
8260-1902,Passive,-0.251888183,2.05801704
8260-3701,Passive,0.07399044,0.394427299
8260-3702,Passive,0.489006372,-0.092206719
8260-3703,SFG,-0.39291263,-0.287921473
8260-3704,Passive,-0.012254754,0.51076662
8260-6101,SFG,-0.653940961,0.110043738
8260-6102,Unclassified,0.005135351,0.166726633
8260-6103,SFG,-0.464306578,-0.376679669
8260-6104,SFG,-0.482038144,-0.096046236
8260-9101,AGN,-0.05871318,0.424734887
8260-9102,Passive,-1.859462553,0.166134551
8261-12701,Passive,0.14889808,0.245483438
8261-12702,Passive,0.104163853,-0.044782283
8261-12703,SFG,-0.72463385,0.180380002
8261-12704,Unclassified,-0.462120843,-0.124519454
8261-12705,SFG,-0.46266818,-0.646060026
8261-1901,SFG,-0.464827956,-0.749294515
8261-1902,Passive,-0.100903411,0.134385828
8261-3701,SFG,-0.146114855,0.064951875
8261-3702,Passive,-0.274595697,0.034451635
8261-3703,Passive,0.041852229,-0.049410712
8261-3704,Passive,0.225059932,0.466048112
8261-6101,Passive,0.135590749,0.559758836
8261-6102,SFG,-0.37428541,-0.316572772
8261-6103,SFG,-0.193543351,-0.006765195
8261-6104,Unclassified,-0.484755193,-0.199129922
8261-9101,Passive,0.107916446,0.14553499
8261-9102,SFG,-0.695935764,0.000692055
8262-12701,Unclassified,-0.371157058,-0.56834788
8262-12702,Unclassified,-0.550709537,-0.150406993
8262-12703,Unclassified,-0.395983264,-0.531385941
8262-12704,SFG,-0.34932447,-0.028317016
8262-12705,Unclassified,-0.082701232,0.037840143
8262-1901,SFG,-0.478397673,-0.734960202
8262-1902,SFG,-0.705904882,0.23391458
8262-3701,SFG,-0.606409088,-0.14455194
8262-3702,SFG,-0.485936576,-0.019360332
8262-3703,SFG,-0.044171554,-0.015121935
8262-3704,SFG,-0.740350502,-0.02548706
8262-6101,SFG,-0.713841712,0.018562976
8262-6102,Passive,0.071335077,0.210193009
8262-6103,Passive,0.07845106,-0.015289239
8262-6104,Passive,0.118969363,-0.362034363
8262-9101,AGN,0.249199111,0.651499578
8262-9102,SFG,-0.302015087,-0.773824224
8263-12701,SFG,-0.317844283,-0.068768228
8263-12702,Unclassified,-0.339549163,-0.247731833
8263-12703,SFG,-0.554321423,-0.275898691
8263-12704,Unclassified,-0.541075694,-0.160380376
8263-12705,SFG,-0.353015147,-0.305848752
8263-1901,SFG,-0.52548691,-0.285473241
8263-1902,Passive,-0.232679633,0.019212831
8263-3701,SFG,-0.232890794,-0.404508898
8263-3702,Passive,-0.056170263,-0.117557399
8263-3703,SFG,-0.473495539,-0.523666896
8263-3704,Passive,-0.218176327,-0.304142022
8263-6101,SFG,-0.460762825,-0.636581134
8263-6102,SFG,-0.707755433,0.027218527
